ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALIGNMENT	NOTE	BORROWING	CHINESE	COGID	COGIDS	HANZI	MORPHEME_STRUCTURE
32104	Garo	dig (vt)	to dig	bak-a	b a k a	b a k a				2636			
32105	Garo	dirty (adv)	dirty	kal-si-a	k a l + s i + a	k a l + s i + a				3931			
32106	Garo	dog (n)	the dog	a-chak	a ch a k	a ch a k				3932			
32107	Garo	dream (n)	the dream	ju-maŋ	j u m a ŋ	( - - - - - - - - - - - - - - - j u - - - ) - m - a ŋ - - - - - ( - - - - - - - - - - - - - - )				10217			
32108	Garo	drink; smoke (vt)	to drink	ring-a	r i ŋ + a	r i ŋ + a				3322			
32109	Garo	dry; thirsty (vi)	dry	ran•-a	r a n ʔ + a	r a n ʔ + a				3934			
32110	Garo	dust (n)	the dust	dul-a	d u l + a	( - - - - - - - - - - - - - - ) - - d - u l - ( + a - - )				507			
32112	Garo	ear (n)	the ear	na-chil	n a ch i l	( - - - - - - - - - - - - - - - - - - - - ) - n a - - - - - - - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ch i l - - )				32			
32113	Garo	early; quickly (adv)	early	ta-ra-ta-ri	t a r a t a r i	t a r a t a r i				3935			
32114	Garo	earth; soil (n)	the earth (soil)	ha•	h a ʔ	h a ʔ				10156			
32116	Garo	eat (vt)	to eat	cha•-a	ch a ʔ + a	) ch a ʔ + a				3419			
32117	Garo	egg (n)	the egg	do•-bit-chi	d o ʔ + b i t + ch i	( d o ʔ + b i t + - - - - - - - - - - - - - - - ) ch i - - - ( - )				3399			
32118	Garo	eight (num)	eight	-chet	ch e t	( - - - - - - - ) - - - - ch - e - - t ( - - ) - -				183			
32119	Garo	eye; pupil of eye (n)	the eye	mik-on	m i k o n	( - - - - - ) - - - m - i k - - - ( - - - - - - - - - - - o n )				4			
32120	Garo	distant; far (vi)	far	chel•-a	ch e l ʔ + a	ch e l ʔ + a				3938			
32123	Garo	feather; wing (n)	the feather	grang	g r a ŋ	g r a ŋ - - - -	Also 'wing', whence 'feather'. LS.			29714			
32124	Garo	attack; fight (vt)	to fight	ding-a	d i ŋ + a	d i ŋ + a				3939			
32125	Garo	fire (n)	the fire	wal•-	w a l ʔ	w a l ʔ -				3940			
32126	Garo	fire (n)	the fire	a-gal	a g a l	a g a l				3941			
32128	Garo	fish (n)	the fish	na•-tok	n a ʔ + t o k	( - - - - - - - - - - - - - - - - - - ) - - n - a ʔ - - - ( - - - - - - - - - - - - - - - - - + t o k )				186			
32130	Garo	flower (n)	the flower	pul	p u l	p u l		IA		513			
32131	Garo	fly (vi)	to fly (move through air)	bil-a	b i l + a	) b i l + a				10208			
32133	Garo	foot; leg (n)	the foot	ja•-	j a ʔ	j a ʔ				3943			
32134	Garo	forest; jungle (n)	the forest	bring	b r i ŋ	b - - - r i ŋ -	=jingpo mă ling (cp. Garo bri ‘four, Jingpo mă li³³ )			124			
32135	Garo	forget (vi)	to forget	gu-al-a	g u + a l + a	g u + a l + a				3337			
32136	Garo	four (num)	four	-bri	b r i	- - - - - b r i - - - - - - ( - - - - - - )				263			
32137	Garo	frog (n)	the frog	beng	b e ŋ	( - - - - ) - - b - e - ŋ - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - )				10177			
32138	Garo	front; in front of (pp)	the front (front side)	mik-kang-o	m i kk a n g o	- - m i kk a n g o -				3719			
32139	Garo	fruit (n)	the fruit	bi-te	b i t e	b i t e				3944			
32140	Garo	full (vi)	full	gap-a	g a p + a	g a p + a				3945			
32141	Garo	give; put (vt)	to give	ron•-a	r o n ʔ + a	r o n ʔ + a				3705			
32142	Garo	goat (n)	the goat	do•-mok	d o ʔ + m o k	d o ʔ + m o k				3946			
32143	Garo	good (vi)	good	nam-a	n a m + a	n - a m + ( a - - - - - )				3947			
32144	Garo	grass; herb (n)	the grass	sam	s a m	( - - ) s a m				3505			
32145	Garo	green (vi)	green	tang-sik-a	t a ŋ + s i k + a	t a ŋ + s i k + a				3948			
32146	Garo	hail (n)	the hail	stil	s t i l	s t i l				3949			
32147	Garo	hair of head (n)	the hair (of the head)	kin-i	k i n + i	k i n + i				3950			
32148	Garo	arm; hand (n)	the hand	jak	j a k	( - - - ) j a k - ( - - - - - - - - - - - )				229			
32149	Garo	difficult; expensive; fast; hard; strong; tough (vi)	hard	rak-a	r a k + a	- - r a k - - + ( - a - )				211			
32150	Garo	he; she (pro)	he or she [third person singular]	bi-a	b i + a	b i + a				3951			
32151	Garo	head (n)	the head	sko	s k o	( - - - - - - - - - - - - - - ) s - k - o - - - - - ( - - - - - - - - - - - - - - - - )				1426			
32152	Garo	hear; listen (vt)	to hear	kin-a-a	k i n + a + a	k i n + a + a				3952			
32153	Garo	heart (n)	the heart	ka•-rong-ti	k a ʔ + r o ŋ + t i	k a ʔ + r o ŋ + t i				3953			
32154	Garo	heavy (vi)	heavy	chrim-a	cʰ r i m + a	cʰ r i m + a				3954			
32156	Garo	conceal; hide (vt)	to hide (conceal)	don-u-a	d o n + u + a	d o n + u + a				3346			
32157	Garo	tall (vi)	high / tall	chang-ro-a	ch a ŋ r o + a	ch a ŋ r o + a				3956			
32158	Garo	high (vi)	high / tall	chu-a-a	ch u a + a	ch u a + a				3957			
32159	Garo	hold; lift (vt)	to hold	tom-a	t o m + a	t o m + a				3349			
32161	Garo	horn (n)	the horn (keratinized skin)	grong	g r o ŋ	( - - - - - - - - - ) - - g r - o ŋ - - ( - - - - - - - - - - - - )				29719			
32163	Garo	hot (vi)	hot	ding•-a	d i ŋ ʔ + a	d i ŋ ʔ + a				3958			
32164	Garo	building; family; house; household (n)	the house	nok	n o k	n o k				3959			
32166	Garo	hunt (vt)	to hunt	si-kal dak-a	s i + k a l + _ d a k + a	s i + k a l + _ d a k + a				3960			
32168	Garo	I (pro)	I [first person singular]	aŋ-a	a ŋ  a	a ŋ   a				10388			
32170	Garo	inside (pp)	inside	ning•-a	n i ŋ ʔ + a	n i ŋ ʔ + a				29751			
32171	Garo	kill (vt)	to kill	si-et-a	s i + e t + a	s i + e t + a				3359			
32172	Garo	kill (vt)	to kill	so•-ot-a	s o ʔ + o t a	) s o ʔ + o t a	Other Garo dialects have sot. This looks like Austroasiatic vowel stretching o > o?o in monosyllables.			3125			
32173	Garo	knee (n)	the knee	ja•-sku	j a ʔ + s k u	j a ʔ + s k u				3961			
32176	Garo	delayed; late (vi)	late	ha-rim-a	h a  r i m + a	h a  r i m + a	rim ùeans sth like 'smooth, peaceful'			29746			
32177	Garo	laugh; smile (vi)	to laugh	ka•-ding-a	k a ʔ + d i ŋ + a	k a ʔ + d i ŋ + a				3362			
32178	Garo	leaf (n)	the leaf	bi-jak	b i j a k	b i j a k				3963			
32181	Garo	left (n)	left	jak-a-si	j a k + a + s i	j a k + a + s i				3965			
32182	Garo	lick (vt)	to lick	srak-a	s r a k + a	) s r a k + a				101			
32183	Garo	light (vi)	light (of weight)	cheŋ.-a	c h e ŋ.  a	c h e ŋ.  a	che- as in "eight", from *rj-			10542			
32184	Garo	lip (n)	the lip (the lips)	ku•-chil	k u ʔ + ch i l	- k u ʔ + ch i l				10522			
32185	Garo	liver (n)	the liver	bi-ka	b i k a	b i k a				3966			
32186	Garo	long (vi)	long	ro•-a	r o ʔ + a	r o ʔ + a				3967			
32187	Garo	louse (n)	the louse	tik	t i k	- t i k				2077			
32188	Garo	lungs (n)	the lung	ka•-sop	k a ʔ + s o p	k a ʔ + s o p				10573			
32189	Garo	man (male) (n)	the man (male human)	me•-a	m e ʔ + a	m e ʔ + a				10397			
32191	Garo	many; much (vi)	many	bang•-a	b a ŋ ʔ + a	b a ŋ ʔ + a				3969			
32194	Garo	body; flesh; meat (n)	the meat	be•-en	b e ʔ + e n	b e ʔ + e n				3971			
32195	Garo	half way; middle (n)	middle	jang-chi	j a ŋ ch i	j a ŋ ch i				3375			
32196	Garo	moon (n)	the moon	ja-jong	j a j o n g	j a j o n g				3973			
32197	Garo	morning (n)	morning	wal-ni	w a l n i	w a l n i				3974			
32202	Garo	hill; mountain (n)	the mountain	ha•-bri	h a ʔ + b r i	h a ʔ + b r i				3976			
32203	Garo	mouse; rat (n)	the mouse or rat	me-se	m e s e	m e s e				3977			
32204	Garo	mouth (n)	the mouth	ku•-sik	k u ʔ + s i k	k u ʔ + s i k	PBG (Joseph and Burling) *khu2 'mouth'			3978			
32205	Garo	mud (n)	the mud	ha•-dip-ek	h a ʔ + d i p e k	h a ʔ + d i p e k				3979			
32206	Garo	claw; finger mail; nail (n)	the nail (fingernail or claw)	jak-skil	j a k + s k i l	j a k + s k i l				10230			
32207	Garo	name (n)	the name	bi-ming	b i m i n g	- b i m i n g				18			
32208	Garo	narrow (vi)	narrow	ap-chon-a	a p + ch o n + a	a p + ch o n + a				3981			
32209	Garo	near (pp)	near	se-pang	s e p a ŋ	s e p a ŋ				3982			
32210	Garo	neck; throat (n)	the neck	git-ok	g i t o k	- g i t o k				2603			
32211	Garo	needle (n)	the needle (for sewing)	sil-eng-si	s i l + e ŋ + s i	s i l + e ŋ + s i	sil 'iron'			3983			
32212	Garo	new (vi)	new	git-al	g i t  a l	g i t  a l	attention à la segmentation: git-al, pas gi-tal. Probablement sans rapport avec WT gsar, même si Garo t- peut refléter *sr (trois, pou).			29729			
32213	Garo	nine (num)	nine	-sku	s k u	( s - - - - - - - - - ) - - - - k - u - - - - ( - ) - -				24			
32215	Garo	nose; snot (n)	the nose	ging	g i n g	g i n g				3985			
32216	Garo	old (vi)	old (of person)	git-cham	g i t + ch a m	g i t + ch a m				3986			
32217	Garo	lame; old (adv)	old (of person)	o-chol	o ch o l	o ch o l				3987			
32218	Garo	one (num)	one	-sa	s a	s a				3988			
32220	Garo	outside (adv)	outside	ha•-gat-e	h a ʔ + g a + t e	h a ʔ + g a + t e				3990			
32222	Garo	pig (n)	the pig	wak	w a k	- w a k				2092			
32224	Garo	play (vt)	to play	kal•-a	k a l ʔ + a	k a l ʔ + a				3992			
32226	Garo	push (vt)	to push	sik-ru-ru-a	s i k + r u + r u + a	s i k + r u + r u + a				3994			
32227	Garo	rain (n)	the rain	mik-ka	m i k k a	m i k k a				2420			
32228	Garo	red (vi)	red	git-chak	g i t + ch a k	g i t + ch a k				3995			
32229	Garo	dwell; reside; stay (vi)	to reside (live)	dong-chak-a	d o ŋ + ch a k + a	d o ŋ + ch a k + a				3996			
32231	Garo	right hand (n)	right	jak-ra	j a k + r a	( j a k - + ) - r a - ( - ) - ( - - - - )				10429			
32233	Garo	road (n)	the road	ras-ta	r a s t a	r a s t a				3999			
32234	Garo	root (n)	the root	ja•-dil	j a ʔ + d i l	j a ʔ + d i l				4000			
32235	Garo	rope; string (n)	the rope	do-ri	d o r i	- d o r i	IA डोरी	IA		10311			
32236	Garo	round; spherical (vi)	round	gul-gul-a	g u l + g u l + a	g u l + g u l + a				10166			
32237	Garo	round (vi)	round	tam•-bing-a	t a m ʔ + b i ŋ + a	t a m ʔ + b i ŋ + a				4002			
32239	Garo	salt (n)	the salt	kai-sim	k a i + s i m	k a i + s i m				4003			
32240	Garo	sand (n)	the sand	han•-cheng	h a n ʔ + ch e ŋ	h a n ʔ + ch e ŋ				4004			
32241	Garo	scratch (vt)	to scratch	brik-a	b r i k + a	b r i k + a				4005			
32242	Garo	appear; dream about; look like; see (vt)	to see	nik-a	n i k + a	n i k + a				4006			
32243	Garo	seed (n)	the seed	bit-chi-ri	b i t + ch i + r i	b i t + ch i + r i				4007			
32244	Garo	seven (num)	seven	-sin-i|	s i n i	( - - - - - - ) s i - - n - i - - ( - - - - - )				55			
32245	Garo	sharp (vi)	sharp	da-reng-a	d a + r e ŋ + a	d a + r e ŋ + a				4008			
32248	Garo	broadcast; cast; plant; shoot; throw (vt)	to shoot (an arrow)	go-a	g o + a	g o + a				4009			
32249	Garo	short (vi)	short	kan•-dok-a	k a n ʔ + d o k + a	k a n ʔ + d o k + a	kan• 'body'			10577			
32250	Garo	shoulder (n)	the shoulder	pak-krong	p a k + k r o ŋ	) p a k + k r o ŋ				13			
32252	Garo	sing (n)	to sing	ring•-a	r i ŋ ʔ + a	r i ŋ ʔ + a				3426			
32253	Garo	six (num)	six	-dok	d o k	- - d - - - - - - - - - - o - - k - - - ( - )				306			
32254	Garo	leather; skin (n)	the skin	bi-gil	b i  g i l	b i  g i l				10153			
32255	Garo	sky (n)	the sky	sil-ga	s i l + g a	s i l + g a				3428			
32256	Garo	sleep (vi)	to sleep	chu-a	ch u + a	ch u + a				4011			
32257	Garo	sleep (vi)	to sleep	tu-si-a	t u s i + a	t u s i + a				4012			
32258	Garo	small (vi)	small	rong-chon-a	r o ŋ + ch o n + a	r o ŋ + ch o n + a				4013			
32260	Garo	smoke (n)	the smoke	wal•-ku-a	w a l ʔ + k u a	) w a l ʔ + k u a				68			
32262	Garo	snake (n)	the snake	chip-pu	ch i p p u	) ch i p p u	PBG (Joseph and Burling) cu4-pu			3590			
32263	Garo	ice; snow (n)	the snow	bo-rop	b o r o p	b o r o p				4015			
32264	Garo	soft; tender (vi)	soft	min-ek-a	m i n + e k + a	m i n + e k + a				4016			
32265	Garo	son (n)	the son	de-pan-te	d e p a n t e	d e p a n t e				4017			
32267	Garo	spider (n)	the spider	gu-|ang	g u + a ŋ	g u + a ŋ				3440			
32268	Garo	spit (vt)	to spit	stu-a	s t u + a	s t u + a				3442			
32269	Garo	stand (vi)	to stand	cha-kat-a	ch a + k a t + a	ch a + k a t + a				4019			
32270	Garo	stand (vi)	to stand	cha-deng-a	ch a + d e ŋ + a	ch a + d e ŋ + a				3233			
32271	Garo	star (n)	the star	a-sek-ki	a + s e k + k i	a + s e k + k i				4020			
32272	Garo	steal (vt)	to steal	chol-a	ch o l a	ch o l a				3446			
32273	Garo	stalk; stick (n)	the stick	gan-tong	g a n t o ŋ	g a n t o ŋ				10578			
32274	Garo	rock; stone (n)	the stone (a piece of)	rong•-te	r o ŋ ʔ + t e	) r o ŋ ʔ + t e	*l > *r in Garo (Joseph and Burling p. 61)			81			
32275	Garo	straight (vi)	straight	dim-breng-a	d i m + b r e ŋ + a	d i m + b r e ŋ + a				10466			
32276	Garo	sun; day; daytime (n)	the sun	sal	s a l	- s a l				10470			
32277	Garo	tail (n)	the tail	ki•-me	k i ʔ + m e	) k i ʔ + m e				84			
32278	Garo	ten (num)	ten	-chi-king	ch i + k i ŋ	- - ch i - - + k i ŋ	cognate with WT bchu, compare 'water', Jingpo chi, WT chu.			296			
32281	Garo	thick (vi)	thick	chat-a	ch a t + a	) ch a t + a				3065			
32282	Garo	thick (vi)	thick	dik-a	d i k + a	d i k + a				4024			
32283	Garo	thin (adv)	thin (object)	ding-sri-sri	d i ŋ + s r i + s r i	d i ŋ + s r i + s r i				4025			
32284	Garo	believe; suppose; think (vt)	to think (reflect)	chan-chi-a	ch a n + ch i + a	ch a n + ch i + a				4026			
32286	Garo	you singular (pro)	thou [second person singular]	na•-a	n a ʔ + a	) n a ʔ + a				1872			
32287	Garo	third; three (num)	three	-git-|tam	g i t |t a m	) g i t |t a m				283			
32288	Garo	broadcast; cast; plant; shoot; throw (vt)	to throw	go-a	g o a	g o a				10476			
32289	Garo	thunder (vi)	the thunder	gul•-gul-a	g u l ʔ + g u l a	g u l ʔ + g u l a				4028			
32293	Garo	tooth (n)	the tooth (front)	wa	w a	- w a				10482			
32294	Garo	tree (n)	the tree	bol-bi-pang	b o l b i p a n g	- b o l b i p a n g	PBG (Joseph and Burling) *pol1 'tree, cut tree, wood''			2648			
32296	Garo	second; two (num)	two	-gin-i	g i n i	) g i n i				102			
32297	Garo	vomit (vi)	to vomit	chi-gal-a	ch i + g a l + a	ch i + g a l + a				3462			
32298	Garo	roam; walk; wander (vi)	to walk	re•-am-a	r e ʔ + a m a	r e ʔ + a m a	're•' probably 'to pass'; I cannot find 'am' as a single morph in STEDT. LS			4032			
32299	Garo	liquid; water (n)	the water	chi	ch i	- ch i				2787			
32301	Garo	wet (vi)	wet	so-si-a	s o + s i + a	s o + s i + a				4033			
32305	Garo	white (vi)	white	gip-bok	g i p + b o k	g i p + b o k				10579			
32306	Garo	who? (qw)	who	sa-gip-a	s a g i p a	s a g i p a				4035			
32308	Garo	breeze; wind (n)	the wind	bal-wa	b a l + w a	b a l + w a				4036			
32309	Garo	feather; wing (n)	the wing	grang	g r a ŋ	g r a ŋ	Ukhrul c- corresponding to Garo gr-, see "weep"			29773			
32310	Garo	woman (n)	the woman	me•-chik	m e ʔ + ch i k	m e ʔ + ch i k				4037			
32313	Garo	year (n)	the year	bil-si	b i l s i	b i l s i				10496			
32314	Garo	yellow (vi)	yellow	rim-it	r i m  i t	r i m  i t				10499			
32318	Garo	defecate; dung; excrement (n)	the shit	ke•-em-a	k e ʔ + e m a	) k e ʔ + e m a	The noun meaning 'shit' is ke			10560			
32323	Old_Tibetan		full	bʲiŋs.po	b ʲ i ŋ s + p o	b ʲ i ŋ s ( - + p o - - )				149			
32326	Japhug		many	dɤn	d ɤ n	d ɤ n		tib[ldan]		4044			
32327	Garo		the rain	wa-a	wa + a	- wa + a				10234			
32328	Old_Tibetan		to see	mtʰoŋ	m tʰ o ŋ	( - - - - - - ) m tʰ o ŋ - ( - )				2472			
32329	Japhug		the sun	tɤŋe	t ɤ ŋ e	t ɤ ŋ e				4045			
32331	Old_Tibetan		the man (male human)	pʰo	pʰ o	- pʰ o				2407			
32332	Old_Tibetan		to bite	rmug	r m u g	r m u g				4046			
32334	Old_Tibetan		the hail	ser ba	s e r + b a	( - - - - - ) s e - - r - - - ( + b a - - )				384			
32336	Old_Tibetan		the dew	zil.ba	z i l + b a	- z i l - ( + b a - - - - - )				175			
32337	Old_Tibetan		the mud	ɴdam pa	ɴ d a m + p a	- ɴ d a m + p a				1500			
32340	Old_Tibetan		the thigh	brla	b r l a	) b r l a				865			
32342	Old_Tibetan		the lung	glo ba	g l o _ b a	g l o _ b a				177			
32343	Old_Tibetan		to forget	brdʑed	b r dʑ e d	- b r dʑ e d				1153			
32346	Old_Tibetan		the son	bu	b u	) b u				726			
32349	Old_Tibetan		the pig	pʰag	pʰ a g	- pʰ a g				2092			
32352	Old_Tibetan		the frog	sbal ba	s b a l	( - - - - ) - s b - a l - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - )				145			
32353	Old_Tibetan		the flea	ldʑi ba	l dʑ i + + b a	l dʑ - i - ( + + b a )	not in OT			944			
32354	Old_Tibetan		the ant	grog ma	g r o g + m a	- - - - - - - - - - - - - - - - - - - - - - - - - - - - - g - - r o g - ( - - - - - + m a - - - - - )	not in OT?			2954			
32355	Old_Tibetan		the lip (the lips)	mtɕʰu	m tɕʰ u	- m tɕʰ u	https://stan.hypotheses.org/20 for cognacy with OC			10522			
32357	Old_Tibetan		the bamboo	smʲug	s m j u g	s m j u g - ( - - - - )				952			
32362	Old_Tibetan		the goat		r a	( - - - ) r a - ( - - - )				241			
32367	Old_Tibetan		early	sŋa	s ŋ a	s ŋ a - - ( - - - - )				259			
32368	Old_Tibetan		middle	dkʲil	d k j i l	( - ) d k j i l - ( - - - - - - )				205			
32369	Old_Tibetan		middle	dbar	d b a r	d b a r - ( - - )				1026			
32370	Old_Tibetan		outside	pʰʲi	pʰ j i	( - - - ) pʰ j i - ( - - - - - - - - - - - )				267			
32371	Old_Tibetan		inside	naŋ	n a ŋ	n a ŋ - ( - - - - )				255			
32379	Old_Tibetan		light (of weight)	jaŋ	j a ŋ	( - - - - - - - - - - - - - ) - j a - ŋ - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - )				10542			
32380	Old_Tibetan		morning	ʑogs pa	ʑ o g s + p a	ʑ o g s ( + p a - )				1040			
32382	Old_Tibetan		hard	mkʰregs po	m kʰ r e g s + p o	m kʰ r e g s - + ( p o - )	not in OT			211			
32384	Old_Tibetan		hot	tsʰa	tsʰ a	( - - - - - - ) - tsʰ - a - ( - - - - - - - - - - - - - - - - - - )				586			
32385	Old_Tibetan		to wipe	pʰʲis	pʰ j i s	- pʰ j i s				2495			
32386	Old_Tibetan		soft	sɲi	s ɲ i	s ɲ i - - ( - - - - - - - - )				894			
32387	Old_Tibetan		soft	ɴdʑam	ɴ dʑ a m	( - - - ) ɴ dʑ a m ( - - - )				573			
32389	Old_Tibetan		to burn [intransitive]	ɴbar	ɴ b a r	- ɴ b a r				2751			
32392	Old_Tibetan		the front (front side)	mdun	m d u n	m d u n -				2688			
32393	Old_Tibetan		the shit	skʲag pa	s k j a g + p a	) s k j a g + p a				544			
32394	Thulung		I [first person singular]	go	g o	( - - ) g o - ( - - - - )				799			
32399	Thulung		big	ɖokpu	ɖ o k p u	ɖ o k p u				4052			
32400	Thulung		black	kekem	k e k e m	k e - k e m - - - - - - - - - - - - - -				215			
32401	Thulung		cold (of temperature)	tshʌkpa	tsh ʌ k p a	tsh ʌ k - - ( - - - - - p a - - - - ) - ( - - - )				325			
32405	Thulung		dry	saʈpa	s a ʈ p a	s a ʈ ( p a )				1369			
32406	Thulung		early	nemso:so:	n e m s oː s oː	( n e - - - - - - ) - - - m s oː ( s oː )				29774			
32407	Thulung		eight	jet	j e t	( - - - - - - - ) - - - - j - e - - t ( - - ) - -				183			
32408	Thulung		far	hono:wa	h o n oː w a	h o n oː w a	h o n o: w a			4053			
32410	Thulung		five	ŋo:	ŋ oː	( - - - - - - - - - - - ) - ŋ - - oː - - - ( - - - )	ŋ o:			10357			
32411	Thulung		four	blʌ:	b l ʌː	- - - - - b l ʌː - - - - - - ( - - - - - - )				263			
32412	Thulung		full	dempa	d e m p a	d - e m - - p a				1570			
32413	Thulung		good	dzɵpa	dz ɵ p a	dz ɵ p a				4054			
32414	Thulung		green	gigim	g i g i m	g i g i m - -				620			
32415	Thulung		hard	ko:pa	k oː p a	k oː p a				2612			
32416	Thulung		he or she [third person singular]	gu	g u	g u - ( - - - )				788			
32417	Thulung		heavy	lipa	l i p a	- - - - - - - - - - - - - - l - i - - - - - - p a - - - - - - - - - - - - -				10379			
32419	Thulung		high / tall	jepa	j e p a	j e p a				623			
32420	Thulung		hot	gwal tsɵpa (too hot)	ts ɵ p a	( - - - - - - ) - ts - ɵ - ( - - - - - - - - - - - - - - - p a - )				586			
32422	Thulung		inside	go:nu	g oː n u	- - - g oː ( n u )				626			
32424	Thulung		late	hapa duŋmaka benmu	h a p a + d u ŋ m a k a	h a p a + d u ŋ m a k a	=khaling du:mʌ ghrîmtɛ			4055			
32425	Thulung		left	pe:lam	p eː l a m	p eː l - a m				806			
32426	Thulung		light (of weight)	phapterma	ph a p t e r m a	ph a p t e r m a	p h a p t e r m a			4056			
32427	Thulung		long	dhʉpa, dʉpa	dʰ ʉ p a	dʰ ʉ p a				4057			
32428	Thulung		many	hapa	h a p a	h a p a				4058			
32429	Thulung		middle	the:te(ra)	th eː t e +	th eː t e +				4059			
32430	Thulung		morning	nem tshemu	n e m + tsh e m u	n e m + tsh e m u				4060			
32431	Thulung		narrow	jakke	j a k k e	j a k k e	= khaling jakki "small"			4061			
32432	Thulung		near	pharra	ph a r r a	ph a r ( r a )				3514			
32433	Thulung		new	la:le	l aː l e	l aː l e				4062			
32434	Thulung		nine	gu	g u	( - - - - - - - - - - ) - - - - g - u - - - - ( - ) - -				24			
32436	Thulung		old (of person)	ŋa:wa	ŋ aː w a	ŋ aː w a				4064			
32437	Thulung		one	ko:	k oː	k oː - ( - - - - )				1380			
32438	Thulung		outside	pakhanu, pakhalam	p a kh a l a m	p a kh a ( l a m )				637			
32439	Thulung		red	lalam	l a l a m	- - l a l a m ( - - - - - )				638			
32440	Thulung		right	dzɵplam	dz ɵ p l a m	dz - ɵ - p ( - - - - - - - l a m )				826			
32441	Thulung		round	khikhirma	kh i kh i r m a	kh i - - kh i r ( m a - )				558			
32443	Thulung		seven	jet	j e t	j e t - - -	eight?			838			
32444	Thulung		sharp	hʌʈpa	h ʌ ʈ p a	h ʌ ʈ ( p a - )				56			
32446	Thulung		six	ru:	r uː	- - - - - - - - - - - - r uː - - - - - - ( - )	r u:			306			
32447	Thulung		small	jakke	j a k k e	j a k k e				3094			
32449	Thulung		soft	nɵlanɵlam	n ɵ l a n ɵ l a m	( n ɵ l a ) n ɵ l a m ( - - )				3606			
32450	Thulung		ten	ko:dym	k oː d y m	k oː d y m				1383			
32452	Thulung		the ant	khalem	kh a l e m	kh a - l e m				648			
32454	Thulung		the bamboo	lju:	l j uː	- l j uː				821			
32456	Thulung		the belly	hombe	h o m b e	h o m b e				4068			
32457	Thulung		the bird	tsʌkpu	ts ʌ k p u	ts ʌ k - ( p u - - )				1387			
32458	Thulung		the blood	si:si	s iː s i	( - - - - - - - - - - - - - - - - - - ) s - iː - - ( - - s i - )				29703			
32460	Thulung		the bone	ser	s e r	s e r				4069			
32461	Thulung		the branch	grem	g r e m	g r e m				652			
32462	Thulung		the breast (female)	ɖʉ:ɖʉ	ɖ ʉː ɖ ʉ	ɖ ʉː ɖ ʉ	ɖ ʉ: ɖ ʉ			752			
32464	Thulung		the cloud	khase	kh a s e	kh a s e				4070			
32466	Thulung		the dog	khlea	kh l e a	kh l e - ( - a )				656			
32467	Thulung		the dream	ŋi:ma	ŋ iː m a	( - - - - - - - - - - - - - - - - - - - - ) - ŋ - iː - - - - - - ( - - - - - - - - - - - - m a )	cannot connect to OT rmi; palatalized-initial forms in Bodic are from rm-, not ng-			29708			
32468	Thulung		the dust	phurku	ph u r k u	( - - - - - - - - - - - - ) ph u - r - - - - - - ( k u - - - - - - - )				10348			
32469	Thulung		the ear	nophla	n o ph l a	( - - - - - - - - - - - - - - - - - - - - ) - n o - - - - - - - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ph l a - - - - - - - - - - - - - - - - - - - - - - - - - - )				32			
32470	Thulung		the earth (soil)	phurku	ph u r k u	ph u r k u				29757			
32472	Thulung		the egg	poku ɖi	p o k u + ɖ i	( - - - - - - - - - - - - p o k u + - - - - - - ) ɖ i - - - ( - )				3399			
32473	Thulung		the eye	miksi	m i k s i	( - - - - - ) - - - m - i k s - - ( - i - - - - - - - - - - - )	m i k s i			4			
32475	Thulung		the feather	pasʉrʉm	p a s ʉ r ʉ m	p a s ʉ r ʉ m - -				659			
32476	Thulung		the fire	mu	m u	( - - - - - - - - - - - - - ) - - m - u - ( - ) - - ( - - - )				1746			
32477	Thulung		the fish	ŋo:	ŋ oː	( - - - - - - - - - - - - - - - - - - ) - - ŋ - oː - - - - ( - - - - - - - - - - - - - - - - - - - - - )				186			
32478	Thulung		the flea	tsikipa	ts i k i p a	ts i k i - p a				660			
32479	Thulung		the flower	buŋma	b u ŋ m a	( - - - - - - - - ) b - u ŋ - ( - - - m a - - - - )				201			
32481	Thulung		the foot	khel	kh e l	kh - e - - l - ( - - - - - - - - - - - )				966			
32482	Thulung		the forest	sokmu	s o k m u	s o k - ( - - - - m u )				29716			
32484	Thulung		the frog	lo:	l oː	l oː				3552			
32485	Thulung		the front (front side)	delphu (of house), ŋa:do	ŋ aː d o	- ŋ aː - - - ( - d o - - - - - - - - - - - - - - - - - - - )				1305			
32487	Thulung		the fruit	bopsesi	b o p s e s i	( - - - - - - - - - - - - b o p s e - - - ) s i - ( - - - )				3525			
32488	Thulung		the goat	tshwa:ra	tsh w aː r a	tsh w aː - - - r a				664			
32489	Thulung		the hail	lo:sʉ	l oː s ʉ	l oː s ʉ				3570			
32490	Thulung		the hair (of the head)	sem	s e m	( - - - - - - - - - - - - - - - ) s e m ( - - - - - - )				385			
32491	Thulung		the hand	lwa	l wa	( - - - ) l wa - - ( - - - - - - - - - - - )	l w a			229			
