ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE
33693	Kulung	child, offspring, son, daughter. (n.)	the child (young human)	cha	tʃʰ a				6498			Tolsma1999	
33694	Kulung	cloud (n.)	the cloud	mɔm	m ɔ m	Nepali: bādal. (Tolsma1999)			89			Tolsma1999	
33695	Kulung	daughter (n.)	the daughter	cham	tʃʰ a m	Nepali: chorī. (Tolsma1999)			654			Tolsma1999	
33696	Kulung	dew. (n.)	the dew	sɔNgerwa	s ɔ ŋ g e r w a				655			Tolsma1999	
33697	Kulung	dog (n.)	the dog	kheba	kʰ e b a	Nepali: kukur. (Tolsma1999)			656			Tolsma1999	
33698	Kulung	dream (n.)	the dream	se:mɔ:	s e: m ɔ:	Nepali: sapanā. (Tolsma1999)			10217			Tolsma1999	
33699	Kulung	flour, dust (n.)	the dust	phul	pʰ u l	Nepali: piṭho, dhūlo. (Tolsma1999)			10348			Tolsma1999	
33700	Kulung	ear (n.)	the ear	nɔbɔ	n ɔ b ɔ	Nepali: kān. (Tolsma1999)			32			Tolsma1999	
33701	Kulung	mud, earth (n.)	the earth (soil)	bɔhɔ	b ɔ h ɔ	Nepali: hilo. (Tolsma1999)			768			Tolsma1999	
33702	Kulung	earthworm (n.)	the earthworm	nampuchɔ	n a m p u tʃʰ ɔ	Nepali: gaṃḍyauṃlo. (Tolsma1999)			2343			Tolsma1999	
33703	Kulung	egg (of a chicken) (n.)	the egg	wa:di	w a: d i	Nepali: phul. (Tolsma1999)			3399			Tolsma1999	
33704	Kulung	eye, sepal of a flower (n.)	the eye	muksi	m u ks i	Nepali: āṃkhā. (Tolsma1999)			4			Tolsma1999	
33705	Kulung	father (n.)	the father	pa	p a	Nepali: buvā. (Tolsma1999)			107			Tolsma1999	
33706	Kulung	feather (n.)	the feather	walamma	w a l a m m a	Nepali: pvāṃkh. (Tolsma1999)			659			Tolsma1999	
33707	Kulung	fire (n.)	the fire	mi	m i	Nepali: āgo. (Tolsma1999)			1746			Tolsma1999	
33708	Kulung	fish (n.)	the fish	Na	ŋ a	Nepali: māchā. (Tolsma1999)			186			Tolsma1999	
33709	Kulung	human flea, Pulex irritans (n.)	the flea	cikippa	tʃ i k i p p a	Nepali: upiyāṃ. (Tolsma1999)			660			Tolsma1999	
33710	Kulung	flower (n.)	the flower	buN	b u ŋ	Nepali: phūl. (Tolsma1999)			201			Tolsma1999	
33711	Kulung	mist (n.)	the fog	phuiki	pʰ u i k i	Nepali: kuiro. (Tolsma1999)			661			Tolsma1999	
33712	Kulung	leg, foot (n.)	the foot	lɔN	l ɔ ŋ	Nepali: khuṭṭā. (Tolsma1999)			129			Tolsma1999	
33713	Kulung	forest (n.)	the forest	sɔ:gɔ	s ɔ: g ɔ	Nepali: ban. (Tolsma1999)			29716			Tolsma1999	
33714	Kulung	frog, toad (n.)	the frog	bɔrɔ	b ɔ r ɔ	Nepali: khasre, bhyāguto. (Tolsma1999)			145			Tolsma1999	
33715	Kulung	front (n.)	the front (front side)	lais	l a i s				662			Tolsma1999	
33716	Kulung	frost (n.)	the frost	chawa	tʃʰ a w a	Nepali: tusāro. (Tolsma1999)			663			Tolsma1999	
33717	Kulung	fruit (n.)	the fruit	se	s e	Nepali: phalphūl. (Tolsma1999)			3525			Tolsma1999	
33718	Kulung	goat (n.)	the goat	chara	tʃʰ a r a	Nepali: bākhro. (Tolsma1999)			664			Tolsma1999	
33719	Kulung	grass, where a broom is made of. (n.)	the grass	serbɔ	s e r b ɔ				665			Tolsma1999	
33720	Kulung	hail (n.)	the hail	mulu	m u l u	Nepali: asinā. (Tolsma1999)			2376			Tolsma1999	
33721	Kulung	grow (crops, hair), begin to sprout (vi-1 [1: lim-])	the hair (of the head)	limma	l i m m a	Nepali: umranu, palāunu. (Tolsma1999)			2379			Tolsma1999	
33722	Kulung	head (n.)	the head	tɔN	t ɔ ŋ	Nepali: ṭāuko. (Tolsma1999)			789			Tolsma1999	
33723	Kulung	heart (n.)	the heart	cɔwa	tʃ ɔ w a	Nepali: muṭu. (Tolsma1999)			669			Tolsma1999	
33724	Kulung	horn (n.)	the horn (keratinized skin)	pittɔ	p i t t ɔ	Nepali: siŋ. (Tolsma1999)			3435			Tolsma1999	
33725	Kulung	house (n.)	the house	khim	kʰ i m	Nepali: ghar. (Tolsma1999)			209			Tolsma1999	
33726	Kulung	husband (n.)	the husband	tuppɔ	t u p p ɔ	Nepali: logne. (Tolsma1999)			1953			Tolsma1999	
33727	Kulung	snow, ice (n.)	the ice	nɔ:N	n ɔ: ŋ	Nepali: hiuṃ. (Tolsma1999)			2395			Tolsma1999	
33728	Kulung	knee (n.)	the knee	tumchi	t u m tʃʰ i	Nepali: ghuṃḍā. (Tolsma1999)			672			Tolsma1999	
33729	Kulung	leaf (n.)	the leaf	si:bɔ	s i: b ɔ	Nepali: pāt. (Tolsma1999)			2400			Tolsma1999	
33730	Kulung	lip (n.)	the lip (the lips)	Nǝcǝsuwa	ŋ ǝ tʃ ǝ s u w a	Nepali: oṭh. (Tolsma1999)			674			Tolsma1999	
33731	Kulung	liver (n.)	the liver	luma	l u m a	Nepali: kalejo. (Tolsma1999)			52			Tolsma1999	
33732	Kulung	louse (n.)	the louse	si	s i	Nepali: jumrā. (Tolsma1999)			2077			Tolsma1999	
33733	Kulung	male (n.)	the man (male human)	watcha	w a t tʃʰ a	Nepali: logne-mānche. (Tolsma1999)			676			Tolsma1999	
33734	Kulung	meat, flesh (n.)	the meat	sa	s a	Nepali: māsu. (Tolsma1999)			10227			Tolsma1999	
33735	Kulung	moon (n.)	the moon	la	l a	Nepali: jūn. (Tolsma1999)			2081			Tolsma1999	
33736	Kulung	mother (n.)	the mother	ma	m a	Nepali: āmā. (Tolsma1999)			143			Tolsma1999	
33737	Kulung	mountain (n.)	the mountain	bur	b u r	Nepali: himāl. (Tolsma1999)			677			Tolsma1999	
33738	Kulung	mouse, rat (n.)	the mouse or rat	chuwi	tʃʰ u w i	Nepali: muso. (Tolsma1999)			10424			Tolsma1999	
33739	Kulung	mouth (n.)	the mouth	Nǝ	ŋ ǝ	Nepali: mukh. (Tolsma1999)			679			Tolsma1999	
33740	Kulung	mud, earth (n.)	the mud	bɔhɔ	b ɔ h ɔ	Nepali: hilo. (Tolsma1999)			680			Tolsma1999	
33741	Kulung	fingernail (of the fingers and toes) (n.)	the nail (fingernail or claw)	sen	s e n	Nepali: naŋ. (Tolsma1999)			88			Tolsma1999	
33742	Kulung	name (n.)	the name	niN	n i ŋ	Nepali: nām. (Tolsma1999)			18			Tolsma1999	
33743	Kulung	neck (n.)	the neck	pɔi	p ɔ i	Nepali: ghām. (Tolsma1999)			2937			Tolsma1999	
33744	Kulung	needle (n.)	the needle (for sewing)	chamei	tʃʰ a m e i	Nepali: siyo. (Tolsma1999)			3376			Tolsma1999	
33745	Kulung	nose (n.)	the nose	nap	n a p	Nepali: nāk. (Tolsma1999)			29731			Tolsma1999	
33746	Kulung	pig (black species) (n.)	the pig	bɔ:	b ɔ:	Nepali: suŋgur. (Tolsma1999)			2092			Tolsma1999	
33747	Kulung	rain (n.)	the rain	wa	w a	Nepali: pānī. (Tolsma1999)			10234			Tolsma1999	
33748	Kulung	rainbow (n.)	the rainbow	rɔktɔkhɔ:m	r ɔ k t ɔ kʰ ɔ: m	Nepali: indrenī (Tolsma1999)			684			Tolsma1999	
33749	Kulung	rainbow (n.)	the rainbow	cu:khɔ:m	tʃ u: kʰ ɔ: m				684			Tolsma1999	
33751	Kulung	river (n.)	the river	yɔwa	j ɔ w a	Nepali: kholā. (Tolsma1999)			686			Tolsma1999	
33752	Kulung	thoroughfare, way (n.)	the road	chelamdelam	tʃʰ e l a m d e l a m	Nepali: bāṭo ghāṭo. (Tolsma1999)			2206			Tolsma1999	
33753	Kulung	root (n.)	the root	sam	s a m	Nepali: jaro. (Tolsma1999)			225			Tolsma1999	
33754	Kulung	rope, cord. (n.)	the rope	ribɔ	r i b ɔ				270			Tolsma1999	
33755	Kulung	salt (n.)	the salt	rum	r u m	Nepali: nūn.. (Tolsma1999)			687			Tolsma1999	
33756	Kulung	sand (n.)	the sand	serɔm	s e r ɔ m	Nepali: bāluvā. (Tolsma1999)			212			Tolsma1999	
33757	Kulung	seed (n.)	the seed	calei	tʃ a l e i	Nepali: bīu. (Tolsma1999)			688			Tolsma1999	
33758	Kulung	shoulder (as seen from behind), shoulder blades (n.)	the shoulder	bɔutɔ	b ɔ u t ɔ	Nepali: kum. (Tolsma1999)			13			Tolsma1999	
33759	Kulung	sickle (n.)	the sickle	belɔ	b e l ɔ	Nepali: haṃsiyā. (Tolsma1999)			3301			Tolsma1999	
33760	Kulung	skin (n.)	the skin	sɔkɔwar	s ɔ k ɔ w a r	Nepali: chālā. (Tolsma1999)			689			Tolsma1999	
33761	Kulung	sky, sun, weather (n.)	the sky	nam	n a m	Nepali: ākās!, ghām. (Tolsma1999)			254			Tolsma1999	
33762	Kulung	smoke (n.)	the smoke	mikma	m i k m a	Nepali: dhūvāṃ. (Tolsma1999)			2446			Tolsma1999	
33763	Kulung	snake (n.)	the snake	pu	p u	Nepali: sāṃp. (Tolsma1999)			3590			Tolsma1999	
33764	Kulung	snow, ice (n.)	the snow	nɔ:N	n ɔ: ŋ	Nepali: hiuṃ. (Tolsma1999)			692			Tolsma1999	
33765	Kulung	child, offspring, son, daughter. (n.)	the son	cha	tʃʰ a				73			Tolsma1999	
33766	Kulung	spider (n.)	the spider	punchiri	p u n tʃʰ i r i	Nepali: mākurā. (Tolsma1999)			2449			Tolsma1999	
33767	Kulung	star (n.)	the star	sɔNger	s ɔ ŋ g e r	Nepali: tārā. (Tolsma1999)			10319			Tolsma1999	
33768	Kulung	stone, rock (n.)	the stone (a piece of)	luN	l u ŋ	Nepali: ḍhuŋgā. (Tolsma1999)			81			Tolsma1999	
33769	Kulung	sky, sun, weather (n.)	the sun	nam	n a m	Nepali: ākās!, ghām. (Tolsma1999)			86			Tolsma1999	
33770	Kulung	tail (n.)	the tail	meri	m e r i	Nepali: pucchar. (Tolsma1999)			853			Tolsma1999	
33771	Kulung	thigh (n.)	the thigh	phila	pʰ i l a	Nepali: philā. (Tolsma1999)			2453			Tolsma1999	
33772	Kulung	thunder (n.)	the thunder	bululuwa	b u l u l u w a	Nepali: caṭyāŋ parcha (Tolsma1999)			29736			Tolsma1999	
33773	Kulung	tusk (of elephant), fang (of snake, pig, tiger) (n.)	the tiger	kǝl	k ǝ l	Nepali: dāhrā. (Tolsma1999)			2457			Tolsma1999	
33774	Kulung	tongue (n.)	the tongue	lem	l e m	Nepali: jibhro. (Tolsma1999)			2825			Tolsma1999	
33775	Kulung	tooth (n.)	the tooth (front)	kaN	k a ŋ	Nepali: dāṃt. (Tolsma1999)			2828			Tolsma1999	
33776	Kulung	tree (n.)	the tree	si:chɔ	s i: tʃʰ ɔ	Nepali: rūkh. (Tolsma1999)			3396			Tolsma1999	
33777	Kulung	water (n.)	the water	kawa	k a w a	Nepali: pānī. (Tolsma1999)			1425			Tolsma1999	
33778	Kulung	wheat, Triticum sativum (n.)	the wheat	dɔcer	d ɔ tʃ e r	Nepali: gahuṃ. (Tolsma1999)			3244			Tolsma1999	
33779	Kulung	wife (n.)	the wife	yu	j u	Nepali: patnī. (Tolsma1999)			6469			Tolsma1999	
33780	Kulung	wife (n.)	the wife	tɔ:ma	t ɔ: m a	Nepali: svāsnī. (Tolsma1999)			6468			Tolsma1999	
33781	Kulung	wind (n.)	the wind	hik	h i k	Nepali: hāvā. (Tolsma1999)			867			Tolsma1999	
33782	Kulung	wing (n.)	the wing	laptɔ	l a p t ɔ	Nepali: pakhetā. (Tolsma1999)			135			Tolsma1999	
33783	Kulung	Sherpa woman. (n.)	the woman	samme	s a m m e				29770			Tolsma1999	
33784	Kulung	young woman (n.)	the woman	sɔ:lɔme	s ɔ: l ɔ m e	Nepali: tarunī. (Tolsma1999)			29770			Tolsma1999	
33785	Kulung	sweep (with a broom or piece of wood), wipe off, blow one's nose (vt-4 [1: chis- 2: chiss- 3: chi-])	the wood (material)	chima	tʃʰ i m a	Nepali: baḍārnu, kuco lāunu. (Tolsma1999)			6476			Tolsma1999	
33786	Kulung	year (always preceded by a numeral) (n.)	the year	-dɔN	d ɔ ŋ	Nepali: varṣa. (Tolsma1999)			2220			Tolsma1999	
33787	Kulung	there, in there (adv.)	there	mǝnpi	m ǝ n p i	Nepali: tyahāṃ. (Tolsma1999)			6434			Tolsma1999	
33788	Kulung	thin (adj.)	thin (object)	cupkhaswa	tʃ u p kʰ a s w a	Nepali: dublo. (Tolsma1999)			703			Tolsma1999	
33789	Kulung	three.. (num.)	three	supci	s u p tʃ i				283			Tolsma1999	
33790	Kulung	live, survive (vi-4 [1: let- 2: lei- 3: len-])	to be alive	leima	l e i m a	Nepali: bāṃcnu. (Tolsma1999)			704			Tolsma1999	
33791	Kulung	sting, bite, chew (vt-8 [1: khɔi- 2: khɔ- 3: khǝi- 4: khǝ- 5: khui- 6: khu- 7: kha- 8: khɔk-])	to bite	khɔma	kʰ ɔ m a	Nepali: ṭoknu. (Tolsma1999)			2470			Tolsma1999	
33792	Kulung	1. pound, crush, knock, forge, blow (on a horn or flute) 2. lam dumma drive cattle (vt-4 [1: dup- 2: dupp- 3: dum-])	to blow (of wind)	dumma	d u m m a	Nepali: 1. kuṭnu, piṭnu, bajāunu. 2. hiṃḍāunu. (Tolsma1999)			705			Tolsma1999	
33793	Kulung	burn (of fire or light) (vi-4 [1: tit- 2: ti:- 3: tin-])	to burn [intransitive]	ti:ma	t i: m a	Nepali: balnu. (Tolsma1999)			706			Tolsma1999	
33794	Kulung	buy (vt-5 [1: khet- 2: khett- 3: khei- 4: khen- 5: khe:-])	to buy	kheima	kʰ e i m a	Nepali: kinnu. (Tolsma1999)			3261			Tolsma1999	
33795	Kulung	chew (vt-4 [1: kham- 2: khamm- 3: kham-])	to chew	khamma	kʰ a m m a	Nepali: capāunu. (Tolsma1999)			707			Tolsma1999	
33796	Kulung	come (from whatever direction) (vi-7 [1: tɔi- 2: tɔ- 3: tai- 4: ta-])	to come	tama	t a m a	Nepali: āunu. (Tolsma1999)			708			Tolsma1999	
33797	Kulung	count (vt-1 [1: Nir- ])	to count	Nirma	ŋ i r m a	Nepali: gannu. (Tolsma1999)			2475			Tolsma1999	
33798	Kulung	count (vt-1 [1: Nir- ])	to cry (weep)	Nirma	ŋ i r m a	Nepali: gannu. (Tolsma1999)			3318			Tolsma1999	
33799	Kulung	die (vi-3 [1: si:- 2: si-])	to die	sima	s i m a	Nepali: marnu. (Tolsma1999)			163			Tolsma1999	
33800	Kulung	dig (vt-8 [1: dɔi- 2: dɔ- 3: dǝi- 4: dǝ- 5: dui- 6: du- 7: da- 8: dɔk-])	to dig	dɔma	d ɔ m a	Nepali: khannu. (Tolsma1999)			711			Tolsma1999	
33801	Kulung	drink (vt-4 [1: duN- 2: duNN- 3: du:-])	to drink	du:ma	d u: m a	Nepali: piunu. (Tolsma1999)			2228			Tolsma1999	
33802	Kulung	eat (vt-7 [1: cɔi- 2: cɔ- 3: cǝi- 4: cǝ- 5: cai- 6: ca-])	to eat	cama	tʃ a m a	Nepali: khānu. (Tolsma1999)			3419			Tolsma1999	
33803	Kulung	quarrel, fight (vi-3 [1: khei- 2: khe-])	to fight	khema	kʰ e m a	Nepali: jhagaḍā garnu. (Tolsma1999)			712			Tolsma1999	
33804	Kulung	flow (of a river) (vi-1 [1: el-])	to flow	elma	e l m a	Nepali: bagnu. (Tolsma1999)			713			Tolsma1999	
33805	Kulung	fly (vi-1 [1: per-])	to fly (move through air)	perma	p e r m a	Nepali: uḍnu. (Tolsma1999)			10208			Tolsma1999	
33806	Kulung	forget (vt-5 [1: mat- 2: matt- 3: mai- 4: man- 5: ma:-])	to forget	maima	m a i m a	Nepali: birsanu (Tolsma1999)			2553			Tolsma1999	
33807	Kulung	give (vt-4 [1: pi:- 2: pi:y- 3: pi-])	to give	pima	p i m a	Nepali: dinu. (Tolsma1999)			1913			Tolsma1999	
33808	Kulung	hear (vt-2 [1: yen- 2: ye:-])	to hear	ye:ma	j e: m a	Nepali: sunnu. (Tolsma1999)			2485			Tolsma1999	
33809	Kulung	hide, conceal (vt-4 [1: sul- 2: sull- 3: sul-])	to hide (conceal)	sulma	s u l m a	Nepali: lukāunu. (Tolsma1999)			4031			Tolsma1999	
33810	Kulung	grab, hold, catch, seize, grasp, khalamba lamma catch a cold (vt-4 [1: lap- 2: lapp- 3: lam-])	to hold	lamma	l a m m a	Nepali: samātnu, pakranu. (Tolsma1999)			2488			Tolsma1999	
33811	Kulung	chase, pursue, drive off (cattle, people), push, follow, take a road (vt-4 [1: kǝl- 2: kǝll- 3: kǝl-])	to hunt	kǝlma	k ǝ l m a	Nepali: dhapāunu, khednu, ghaceḍnu, pachyāunu. (Tolsma1999)	nepali		2490			Tolsma1999	
33812	Kulung	kill, extinguish (fire), put off (vt-5 [1: set- 2: sett- 3: sei- 4: sen- 5: se:-])	to kill	seima	s e i m a	Nepali: mārnu. (Tolsma1999)			3125			Tolsma1999	
33813	Kulung	knead (vt-3 [1: cǝk- 2: cɔ:- 3: cɔk-])	to knead	cɔ:ma	tʃ ɔ: m a	Nepali: muchnu. (Tolsma1999)			717			Tolsma1999	
33814	Kulung	know (a fact, person, way), recognize (vt-5 [1: chet- 2: chett- 3: chei- 4: cen- 5: ce:-])	to know (something)	cheima	tʃʰ e i m a	Nepali: cinnu. (Tolsma1999)			718			Tolsma1999	
33815	Kulung	laugh (vi-3 [1: ges- 2: ge-])	to laugh	gema	g e m a	G <= R			438			Tolsma1999	
33816	Kulung	learn (vr [1: i- 2: it-])	to learn	incima	i n tʃ i m a	Nepali: siknu (Tolsma1999)			720			Tolsma1999	
33817	Kulung	learn (vt-5 [1: dǝt- 2: dǝtt- 3: dǝi- 4: dǝn- 5: dǝ:-])	to learn	dǝima	d ǝ i m a	Nepali: siknu. (Tolsma1999)			721			Tolsma1999	
33818	Kulung	lick (vt-3 [1: lɔk- 2: lɔ:- 3: lɔk-])	to lick	lɔ:ma	l ɔ: m a	Nepali: cāṭnu. (Tolsma1999)			101			Tolsma1999	
33819	Kulung	lie down, fall, topple (vi-6 [1: ut- 2: ui- 3: utt- 4: un- 5: u:-])	to lie down	uima	u i m a	Nepali: ḍhalnu. (Tolsma1999)			4103			Tolsma1999	
33820	Kulung	plant, pour out (vt-5 [1: let- 2: lett- 3: lei- 4: len- 5: le:-])	to plant (vegetals, rice)	leima	l e i m a	Nepali: ropnu, khanyāunu. (Tolsma1999)			722			Tolsma1999	
33821	Kulung	feel itself, play (vi-7 [1: lɔi- 2: lɔ- 3: lǝi- 4: lǝ-])	to play	lǝma	l ǝ m a	Nepali: lāgnu, khelnu (Tolsma1999)			723			Tolsma1999	
33822	Kulung	push, shove (vt-4 [1: tǝl- 2: tǝll- 3: tǝl-])	to push	tǝlma	t ǝ l m a	Nepali: ghaceḍnu, (Tolsma1999)			724			Tolsma1999	
33823	Kulung	run (vi-3 [1: buls- 2: bul-])	to run	bulma	b u l m a	Nepali: dagurnu. (Tolsma1999)			2510			Tolsma1999	
33824	Kulung	scratch (vt-5 [1: ui- 2: uiy- 3: ui- 4: un- 5: u:-])	to scratch	uima	u i m a	Nepali: cithornu. (Tolsma1999)			725			Tolsma1999	
33825	Kulung	see (vt-4 [1: khɔN- 2: khɔNN- 3: khɔ:-])	to see	khɔ:ma	kʰ ɔ: m a	Nepali: dekhnu. (Tolsma1999)			2512			Tolsma1999	
33826	Kulung	1. shoot (e.g. with bow); 2. to break through (of sun) 3. jump over (e.g. rope) (vt-4 [1: ap- 2: app- 3: am-])	to shoot (an arrow)	amma	a m m a	Nepali: 2. jhulkinu. 3. hānnu. (Tolsma1999)			727			Tolsma1999	
33827	Kulung	make noise, shout, squeal (pig, goat), sing (of a bird), rumble (of one's belly) (vi-7 [1: kɔi- 2: kɔ- 3: kai- 4: ka-])	to sing	kama	k a m a	Nepali: karāunu. (Tolsma1999)			728			Tolsma1999	
33828	Kulung	sleep (vi-3 [1: ims- 2: im-])	to sleep	imma	i m m a	Nepali: sutnu. (Tolsma1999)			2244			Tolsma1999	
33829	Kulung	smell, sniff (vt-2 [1: naps- 2: nam-])	to smell (perceive odor) [transitive]	namma	n a m m a	Nepali: suṃghnu. (Tolsma1999)			67			Tolsma1999	
33830	Kulung	sow (vt-5 [1: phui- 2: phuiy- 3: phui- 4: phun- 5: phu:-])	to sow (broadcast, scatter seeds)	phuima	pʰ u i m a	Nepali: charnu. (Tolsma1999)			2515			Tolsma1999	
33831	Kulung	throw, spit (vt-2 [1: dɔks- 2: dɔ:-])	to spit	dɔ:ma	d ɔ: m a				731			Tolsma1999	
33832	Kulung	stand (vi-3 [1: thɔ rep- 2: thɔ rem-])	to stand	thɔ remma	tʰ ɔ _ r e m m a	Nepali: ubhinu. (Tolsma1999)			2246			Tolsma1999	
33833	Kulung	steal (vt-4 [1: khus- 2: khuss- 3: khu-])	to steal	khuma	kʰ u m a	Nepali: cornu. (Tolsma1999)			10464			Tolsma1999	
33834	Kulung	think (vi-3 [1: min- 2: mi:-])	to think (reflect)	mi:ma	m i: m a	Nepali: socnu. (Tolsma1999)			734			Tolsma1999	
33835	Kulung	throw, throw away (vt-2 [1: hɔks- 2: hɔ:-])	to throw	hɔ:ma	h ɔ: m a	Nepali: phālnu, phyāṃknu. (Tolsma1999)			2520			Tolsma1999	
33836	Kulung	vomit (vi-3 [1: pas- 2: pa-])	to vomit	pama	p a m a	Nepali: bāntā garnu. (Tolsma1999)			736			Tolsma1999	
33837	Kulung	walk (vi-1 [1: lam dum-])	to walk	lam dumma	l a m _ d u m m a	Nepali: hiṃḍnu. (Tolsma1999)			2524			Tolsma1999	
33838	Kulung	wipe, wipe up (vt-5 [1: khui- 2: khuiy- 3: khui- 4: khun- 5: khu:-])	to wipe	khuima	kʰ u i m a	Nepali: puchnu. (Tolsma1999)			737			Tolsma1999	
33839	Kulung	today (adv.)	today	ese	e s e	Nepali: āja. (Tolsma1999)			2527			Tolsma1999	
33840	Kulung	tomorrow (adv.)	tomorrow	desa	d e s a	Nepali: bholi. (Tolsma1999)			1459			Tolsma1999	
33841	Kulung	score, e.g. ik-khal twenty. (num.)	twenty	khal	kʰ a l				2813			Tolsma1999	
33842	Kulung	two (num.)	two	nitci	n i t tʃ i	Nepali: duī. (Tolsma1999)			102			Tolsma1999	
33843	Kulung	we (pron.)	we [first person plural inclusive]	kas	k a s	Nepali: hāmī duī-janā. (Tolsma1999)			6456			Tolsma1999	
33844	Kulung	we (pron.)	we [first person plural inclusive]	kaska	k a s k a	Nepali: hāmī duī-janā. (Tolsma1999)			6456			Tolsma1999	
33845	Kulung	be wet (vi-3 [1: ci:- 2: ci-])	wet	cima	tʃ i m a	Nepali: bhijnu. (Tolsma1999)			106			Tolsma1999	
33846	Kulung	with what?, what? (erg) (pron.)	what	u-sa-i	u s a i	Nepali: ke-le. (Tolsma1999)			6459			Tolsma1999	
33847	Kulung	where? (pron.)	where	ha:pi	h a: p i	Nepali: kahāṃ. (Tolsma1999)			6460			Tolsma1999	
33848	Kulung	white (adj.)	white	ɔmlɔ:pa	ɔ m l ɔ: p a	Nepali: seto. (Tolsma1999)			740			Tolsma1999	
33849	Kulung	who (pron.)	who	as-kǝ-y	a s k ǝ j	Nepali: ko-cāhiṃ. (Tolsma1999)			2536			Tolsma1999	
33850	Kulung	yellow (adj.)	yellow	besarwa	b e s a r w a	Nepali: paheṃlo. (Tolsma1999)			563			Tolsma1999	
33851	Kulung	yesterday (adv.)	yesterday	espa	e s p a	Nepali: hijo. (Tolsma1999)			3181			Tolsma1999	
33852	Kulung	hear (vt-2 [1: yen- 2: ye:-])	you [second person plural]	ye:ma	j e: m a	Nepali: sunnu. (Tolsma1999)			6480			Tolsma1999	
33853	Kulung	blue, green, young (of firewood), unripe, uncooked (adj.)	young	gigippa	g i g i p p a	Nepali: hariyo, nilo, kāco. (Tolsma1999)			743			Tolsma1999	
33854	Old_Tibetan		the head	dbu	d b u				1				
33855	Khaling		inside	ʔugo	ʔ u + g o				626				
33856	Khaling		the bamboo	pɛ̂ːp	p ɛ̂ː p				501				
33857	Bantawa	not physical right on top of things, but ‘at a higher elevation’	above	cʰoN	tsʰ o ŋ				744			Jongens2009:	
33858	Bantawa	all, every	all	jamm@y	dz a m m ə j		IA		6522			Jongens2009:	
33859	Bantawa	ant	the ant	cɨkɨyaŋ	ts ɨ k ɨ j a ŋ				2549			Jongens2009:	
33860	Bantawa	to be bad	bad	ɨma (ɨsa)	ɨ s				745			Jongens2009:	
33861	Bantawa	bad, evil	bad	ɨssawa	ɨ s s a w a				745			Jongens2009:	
33862	Bantawa	bamboo (generic term), bamboo plant	the bamboo	samba	s a m b a				501			Jongens2009:460	
33863	Bantawa	to live, be safe	to be alive	hɨŋma	h ɨ ŋ				2550			Jongens2009:	
33865	Bantawa	belly, stomach	the belly	buk	b u k				10241			Jongens2009:	
33866	Bantawa	deictic expression meaning ‘that below’,;	below, under	hyu	h j u				330			Jongens2009:433	
33867	Bantawa	big	big	ɨdʰiwaŋ	ɨ dʱ i w a ŋ				747			Jongens2009:	
33868	Bantawa	bird (generic term)	the bird	cʰoŋwa	tsʰ o ŋ w a				650			Jongens2009:422	
33869	Bantawa	(antip) to bite	to bite	ŋekma	ŋ e k				748			Jongens2009:452	
33870	Bantawa	black	black	makɨwa	m a k ɨ w a				749			Jongens2009:446	
33871	Bantawa	blood	the blood	hɨ	h ɨ				29703			Jongens2009:430	
33872	Bantawa	to come (leve) [see also: hɨk banyaŋ “the wind is blowing”]	to blow (of wind)	banma (bana)	b a n m a				750			Jongens2009:412	
33873	Bantawa	hair, hear, feathers	the body hair (hair or fur)	mɨwa	m ɨ w a				141			Jongens2009:448	
33874	Bantawa	bone	the bone	yɨwa	j ɨ w a				2			Jongens2009:471	
33875	Bantawa	branch, leaf	the branch	kusi	k u s i				751			Jongens2009:439	
33876	Bantawa	milk (human, cows, any); also used for breast	the breast (female)	duda	d u d a				752			Jongens2009:425	
33877	Bantawa	to burn	to burn [intransitive]	homa (hoa)	h o				753			Jongens2009:431	
33878	Bantawa	to buy	to buy	kʰitma (kʰiru)	k͏ʰ i t				754			Jongens2009:441	
33879	Bantawa	to chew (soundless, as fo rice)	to chew	kʰuma (kʰu)	k͏ʰ u				2571			Jongens2009:442	
33880	Bantawa	child	the child (young human)	cʰa	tsʰ a				6498			Jongens2009:419	
33881	Bantawa	cloud	the cloud	tʰakri	tʰ a k r i				757			Jongens2009:466	
33882	Bantawa	be cold	cold (of temperature)	keŋma (keŋa)	k e ŋ				758			Jongens2009:436	
33883	Bantawa	to come (level)	to come	banma (bana)	b a n				759			Jongens2009:412	
33884	Bantawa	to cry, weep	to cry (weep)	kʰapma (kʰaptu)	k͏ʰ a p				3414			Jongens2009:440	
33885	Bantawa	black, dark	dark	makcɨkpa	m a k ts ɨ k p a				761			Jongens2009:446	
33886	Bantawa	girl, daughter	the daughter	meccʰacʰa	m e tːsʰ a tsʰ a				762			Jongens2009:447	
33887	Bantawa	dew	the dew	wacʰok	w a tsʰ o k				763			Jongens2009:421	
33888	Bantawa	to die, to go out (of fire)	to die	sɨma	s ɨ				163			Jongens2009:461	
33889	Bantawa	to dig esp. with short handled spade; to peck (as of a bird with it’s beak).	to dig	dʰokma (dʰoktu)	dʱ o k t				2591			Jongens2009:428	
33890	Bantawa	dog	the dog	kutiwa	k u t i w a				764			Jongens2009:439	
33891	Bantawa	dream	the dream	senmaŋ	s e n m a ŋ				10217			Jongens2009:461	
